1, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/000.png, -5.38976 -5.4919896 -5.1742005 -4.316686 -4.318523 -4.653259 -4.280505 -1.8177177 -0.21075733 -0.32171634 -3.0628893 -4.223499 -5.4979625 -5.513748 -5.002496 -4.036596 -4.1573853 -3.862162 -3.355533 -2.6661775 -3.867247 -3.8606968 -3.0261314 -1.3324503 -1.6863834 -2.9974189 -3.6857896 -3.709793 -3.7335618 -3.8243058 -3.5253527 -3.0385501
1, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/002.png, -5.1247983 -4.6377993 -2.7320147 1.2159332 1.8882217 -0.87781394 -4.590414 -5.0330977 -5.3999276 -4.882081 -4.7717924 -4.3567324 -4.7130914 -4.2591777 -3.8289478 -3.00638 -3.260995 -2.2752814 -2.6132858 -3.654485 -4.5862565 -2.9587452 -0.986707 0.025463069 -1.7259665 -3.4880652 -4.9242077 -5.030683 -4.1188626 -3.0971715 -2.7915058 -2.5893161
1, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/004.png, -4.5709033 -3.8707938 -1.3241751 2.515545 2.3102415 -1.0477114 -4.273635 -5.07557 -5.814447 -5.593138 -5.0522532 -4.0683365 -4.2453527 -3.1645422 -1.2348105 0.19444034 -1.6903453 -3.2526023 -3.9145856 -3.6352506 -4.0173936 -2.7745824 -1.4566318 -1.3899819 -3.9543605 -5.1425347 -5.058508 -4.376323 -3.2918546 -1.7360177 -0.8692913 -1.2470795
1, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/006.png, -2.0458858 0.08490552 0.3587367 -1.0157926 -3.3499703 -4.56554 -5.087218 -4.828867 -4.9000874 -4.4111094 -4.0348735 -3.1045709 -3.0993793 -1.4861355 -1.7292749 -3.2397773 -4.903194 -4.4110913 -4.035714 -3.5726087 -3.8324103 -3.98734 -4.583658 -4.2058616 -2.7514079 1.5779155 2.8199363 0.94816124 -1.7138579 -3.2542503 -3.9743245 -4.248137
2, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/008.png, -1.3174702 0.5467903 0.47059226 -1.0101551 -4.2551622 -5.7826004 -5.683921 -4.520229 -4.4603696 -4.217719 -3.6016521 -2.3756654 -3.1455908 -3.2889683 -3.1625857 -2.6977146 -3.4632165 -2.9967997 -3.4425373 -4.0634418 -4.8091187 -4.687816 -3.9246783 -1.4661444 0.9774388 1.1802267 -2.5691946 -4.8943973 -4.953039 -4.4391165 -4.1089954 -4.141062
2, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/010.png, -4.3372097 -2.1644936 -0.49792773 -0.6851023 -2.8521602 -3.8375916 -4.275892 -3.9482138 -3.7977467 -1.8887231 -2.2259786 -3.9735727 -5.1585336 -4.1304936 -3.5558999 -3.342197 -3.727522 -4.1500726 -4.6893973 -4.2407174 -2.6671405 2.8293393 4.6977887 1.9814253 -3.1958241 -5.2461524 -5.1564326 -4.1821876 -3.1894953 -3.0328004 -3.3020728 -3.3576367
2, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/012.png, -4.900583 -4.1159706 -2.31898 -0.019777082 -1.2188877 -3.153544 -3.9072647 -3.5041568 -4.3548346 -4.7264614 -4.757142 -4.067851 -3.5570216 -2.0441267 -1.891505 -3.0080428 -4.619349 -4.877346 -4.169501 -1.6070249 -0.7435632 -0.31410202 -0.74556035 -1.3737192 -3.933683 -4.907311 -4.955408 -4.7585654 -4.4685574 -4.5563574 -3.9488118 -2.7904983
2, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/014.png, -3.8828595 -1.3202256 1.3649992 1.6043029 -1.7900267 -3.253227 -4.2712836 -5.0558257 -5.525848 -4.802014 -4.4339 -4.111288 -4.3527327 -4.3932495 -4.4573717 -3.882771 -2.3659 2.389802 3.7002974 0.807716 -3.7945752 -5.221768 -4.7021055 -3.8575284 -3.9896817 -4.460728 -4.790089 -4.687607 -4.4588532 -3.7858198 -2.4790611 -1.2756479
3, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/016.png, -4.514871 -3.7155201 -2.1286342 -0.6844846 -1.9357221 -3.8394608 -4.843487 -4.37133 -4.3526235 -3.5671227 -3.1613817 -3.398151 -4.43972 -4.7197967 -4.221067 -1.7426727 -0.40957215 0.46838108 -0.19230258 -1.0561975 -2.93586 -4.5852876 -5.278344 -5.1631017 -4.771389 -3.685514 -2.5435488 -2.9604084 -4.343564 -4.8664246 -4.081766 -3.1311054
3, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/018.png, -4.398953 -2.3219457 -0.9416212 -1.8427508 -4.59803 -5.1414447 -5.0781674 -4.5756288 -4.515664 -4.4154425 -4.48321 -4.028978 -2.921583 1.885662 4.5904193 2.741669 -2.8937585 -5.096101 -4.913995 -3.7484212 -3.0536282 -3.275051 -4.0446367 -3.3683383 -3.0086963 -3.6592019 -4.875667 -5.366179 -5.1099243 -4.622246 -3.5832927 -2.4107037
3, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/020.png, -5.4352207 -5.3164234 -4.3190775 -2.4646215 -2.1198764 -2.9555037 -4.14886 -4.9801626 -5.467097 -5.0100827 -4.109764 -1.6904054 -0.29326263 0.037848745 -1.360744 -2.131586 -3.2723145 -4.5541854 -5.1444893 -5.1815734 -5.15699 -4.0992837 -2.2585423 -2.024382 -4.567999 -5.278991 -5.0067296 -4.1981044 -3.4304588 -2.0521286 -1.0947062 -1.2831688
3, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/022.png, -5.5063996 -4.6307855 -2.5616498 -0.586387 -1.8085799 -4.044299 -5.2917275 -5.1496387 -4.478719 -0.83223414 2.3872254 3.5925317 0.6726725 -2.5687804 -4.595579 -5.2719955 -5.082216 -4.816835 -4.3030596 -2.5857012 -1.5878221 -1.9556621 -4.3725863 -5.470007 -5.3563766 -4.0730124 -2.4596784 -0.8836672 -0.6510756 -1.4136602 -2.3448677 -2.946134
4, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/024.png, -3.4711072 -1.8085421 -0.9353493 -2.1107373 -4.766811 -5.5379343 -4.952305 -2.6532042 -1.8234698 -2.592177 -3.3604605 -2.585193 -1.3809496 -1.5414556 -3.3758395 -4.7766895 -5.3138027 -4.505891 -3.7797916 -3.838533 -4.7762823 -4.826632 -4.796689 -4.1061277 -4.0776567 -2.3813994 -0.63998485 0.9415956 0.69802517 -1.1971244 -3.3038568 -4.4978156
4, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/026.png, -5.246044 -4.9357576 -4.1692576 -2.8347778 -1.5264907 1.7451996 2.1456277 -0.22471385 -3.3320096 -5.111178 -5.3153253 -4.698699 -3.7913294 -3.2604203 -3.7370305 -4.0990686 -4.86475 -4.3949 -4.400639 -3.6467652 -4.408487 -4.361144 -4.6481705 -3.6136332 -4.3560243 -3.3390002 -3.1990876 -3.0548913 -3.5879536 -3.9507854 -4.1699815 -4.5637403
4, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/028.png, -4.8436294 -4.3059688 -2.4976099 1.4067785 1.5867748 -1.5133655 -4.033144 -4.4577637 -4.28232 -4.749482 -5.1337676 -5.095814 -4.420346 -1.2710557 0.64197695 -0.98022646 -4.246146 -5.391603 -5.419293 -4.167489 -4.3272905 -2.6593573 -1.5151738 -1.3831785 -4.3335657 -4.378643 -4.1662474 -3.6097856 -3.60826 -3.8859792 -4.161185 -4.419319
4, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/030.png, -3.6504674 -0.69490385 2.724119 3.3199162 -0.8999643 -4.478838 -5.7194242 -5.5437384 -5.228386 -4.722318 -4.526687 -4.2639503 -4.7100043 -3.678738 -3.103299 -2.4180136 -3.8993933 -4.2881885 -4.5023346 -3.030256 -4.01482 -3.5451553 -3.206977 -2.9247968 -4.3499384 -4.5405183 -4.3971634 -3.877224 -3.7200933 -4.1170483 -3.8008554 -2.9265046
5, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/032.png, -4.9145565 -4.3262033 -2.3021674 0.5352153 0.93717265 -2.5891821 -5.2935514 -6.0928283 -5.7018104 -3.6990356 -1.8726274 -1.8845279 -3.894057 -4.737069 -4.7662373 -3.7004309 -4.4447756 -2.8194885 -1.695635 -1.0580587 -3.4213877 -3.7062984 -4.3128357 -4.322484 -4.8410206 -4.737044 -4.562897 -4.0287323 -3.8597345 -3.959283 -3.20624 -1.8866426
5, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/034.png, -2.7244265 -3.2485096 -3.96303 -3.9951935 -4.296157 -4.0593762 -4.1311793 -4.0786066 -4.895955 -4.490313 -4.010168 -2.7918417 -3.099435 -2.8031707 -3.2657514 -1.766361 -3.3478646 -3.661096 -4.3276997 -4.3133993 -4.877391 -4.5999284 -4.1118298 -3.3857696 -3.1376934 -3.5621471 -4.3346257 -4.710596 -4.5110044 -4.349043 -3.460455 -1.7583246
5, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/036.png, -2.2508972 -3.7640703 -5.451267 -5.0502224 -3.9035232 -0.95349836 0.41985047 -1.0715709 -4.7395573 -5.7744694 -5.414771 -4.101935 -4.1309633 -1.8783259 -0.7275019 -1.2891457 -4.8784285 -5.0397034 -4.752905 -3.885662 -4.046264 -4.1171694 -4.2207656 -4.119463 -4.4906473 -4.318384 -3.4783397 -1.9333935 -0.47347808 -0.3715447 -1.2778199 -1.7363523
5, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/038.png, -4.7484765 -4.5801826 -4.343348 -3.06298 -2.819652 -3.2960684 -4.3334017 -4.6241875 -5.4804482 -5.1840053 -4.653313 -2.9128258 -3.4392912 -2.0363724 -2.3349152 -3.8183734 -5.5760975 -5.296067 -4.6915092 -3.8775208 -4.013723 -4.103806 -3.7359452 -2.683277 -3.1035087 -3.4830825 -4.2000422 -4.5169477 -4.4060693 -4.247864 -3.478775 -2.6033
6, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/040.png, 0.23062448 5.8305316 7.124241 1.2640548 -5.282372 -6.981817 -6.3037276 -4.715948 -4.5750036 -3.7003977 -3.344157 -2.905087 -4.3684173 -3.8417215 -3.6538854 -3.4552634 -4.260785 -4.4826145 -4.763729 -4.5068254 -4.4322085 -4.0596523 -3.4578598 -2.1294005 -1.5100528 -0.13487151 -0.88623136 -1.6892823 -2.0700183 -2.682667 -3.542935 -4.071521
6, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/042.png, -4.9356427 -3.67072 -1.597266 -0.17189628 -3.307892 -5.344902 -6.1227818 -5.1305037 -5.6254015 -4.602435 -3.972795 -3.627031 -4.8672237 -4.9338784 -4.6449175 -4.090466 -4.1264052 -4.1581717 -3.9061847 -2.9130812 -2.6885068 -1.365276 -2.1698213 -3.2053604 -4.981125 -4.6863647 -4.167995 -3.498001 -3.4333467 -3.3810835 -3.0067284 -2.875256
6, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/044.png, -5.3480678 -5.1505175 -4.324567 -2.8596165 -3.2746167 -3.6633909 -4.5270696 -4.0099955 -4.980014 -4.750042 -4.5524554 -4.1736436 -4.5070977 -4.398847 -4.4562097 -4.3905225 -4.485218 -4.2568493 -3.4166448 -1.5339853 -0.7000468 0.7661334 -1.4330527 -3.9744003 -5.565395 -5.2235827 -4.6648736 -3.9253871 -3.5636506 -3.2047184 -2.897812 -2.803227
6, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/046.png, -5.036197 -5.1044908 -4.497011 -3.0442398 -4.330051 -4.129961 -4.0542493 -3.753041 -4.6824875 -4.778855 -4.5728164 -4.140206 -4.2209234 -4.3437696 -3.8346994 -2.345678 -1.9206065 -1.3645768 -2.9593842 -3.86739 -4.5430923 -4.3423643 -3.8658247 -2.1938913 1.3767973 3.676788 0.08390607 -4.728701 -6.233333 -5.9321365 -4.8925686 -4.0140033
7, /vol/research/DeepFakeDet/notebooks/FaceForensics++/original_sequences/youtube/c23/frames/000/048.png, -4.9227004 -3.8608818 -2.5953846 -0.9705797 -2.241264 -3.587056 -4.5409603 -4.5408063 -4.8319225 -4.681746 -4.6792245 -4.4569387 -4.4587917 -4.2693486 -3.3345964 -1.1246836 -0.08743649 0.16086817 -2.9334872 -4.873162 -5.4159145 -4.667667 -3.4583035 -0.021013662 1.6579711 -0.63863564 -4.3360167 -5.477888 -4.95928 -4.4694376 -3.943742 -3.167177
